id,name,text
c0d59cd68f9ca9e5c552d3f0,Petro,"La distribución de las ganancias de productividad entre el salario real y la utilidad del empresario no es comunismo, pues este niega la existencia del empresario privado, sino de la socialdemocracia y la regulación keynesiana, o fordista del capitalismo https://t.co/lI7MLyra6Y"
7da413ba4e5cde71cd584770,Petro,"La repartición de utilidades por productividad entre trabajadores y empresarios no es el paraiso, se que en un país donde la productividad no crece en 40 años, le parece, pero es lo que sucede en el este asiático, y ocurrió en Europa y en EEUU. https://t.co/tyx6TA52cI"
ed81042d0b8e47031d83fb2a,Petro,"Estimada @Jtria05 la repartición de las ganancias de productividad  entre empresarios yntrabajadores, no es una expropiación, dado que esas ganancias no se podrían hacer sin el estado, sin los trabajadores y sin los empresarios. Es ni más ni menos que el ""New Deal"" de Roosevelt https://t.co/0RFPwn5ZVK"
1ee5d4f80e34026b11e1b6d3,Petro,"Todas las ganancia que obtengan los empresarios por reducción de costos de producción que logrará nuestro gobierno: por protección de importaciones, por reducción de costos de energía y financieros, debe distribuirse entre el empresario y los y las trabajadoras.

Ese es el pacto https://t.co/k9cN56YUKC"
3875a04ade800646cea1f09b,Petro,"95 sindicatos, el.movimiento de trabajadores en el lanzamiento al senado de la Republica del presidente de la USO, Edwin Palma, por el Pacto Histórico. https://t.co/3kUULRR5MH"
be5576b74aba43b32aa49547,Petro,El Partido Liberal Colombiano debe integrar el Pacto Histórico https://t.co/UVh8AHOYsX
a515a58fb8664d4060b896b3,Petro,"Mientras en EEUU regalan millones de dólares a los venezolanos inmigrantes en Colombia, estos están en la pobreza en nuestro país, aquí los macartizan. ¿A dónde irán los dólares? https://t.co/jtkz4Px4Zm"
1e40ef980aa757ed829ad61a,Petro,https://t.co/RgaWCFl8y0
874ddaf66427c3a32e777cf6,Petro,Bienvenido Agmeth al Pacto Histórico. Por la dignidad del trabajo y un Atlántico Humano. https://t.co/W9VA3RXAoO
1817da225fef603f5edf4358,Petro,"Yo soy economista y técnico. Nada más salida de la realidad esta afirmación del eterno ministro de hacienda.

Sucede que Mauuricio confunde toda la economía con el neoliberalismo, que es un sistema de ideas dominante en los gobiernos de Colombia que causa la crisis nacional. https://t.co/MKbyx5e6oo"
194317b828a3e8131556dad0,Petro,Esta es la respuesta de nuestro Director José Alberto Tejada a los jóvenes que le proponen que se postule a la cámara de Representantes https://t.co/m6tTu9E7OE
ab9f605131c65508fd25b665,Petro,"Se cumplen tres años de fundada Colombia Humana, ahora integrante del Pacto Historico https://t.co/xWKl9XOnnc"
02755c2f8f134c735fc973b5,Petro,Es la reedición del esclavismo y la xenofobia. Un acto de injusticia e inhumanidad. https://t.co/Eakh6HSCCC
711f03e1d8b6cd858bd99186,Petro,"Compartimos imágenes de la manera en que la policía de #EEUU trata a los migrantes, que llegaron a #Texas, a quienes considera una amenaza de seguridad y salud #Migrantes #Covid_19 #Haiti #haitianos #22Septiembre https://t.co/Ueee2YCPf6"
b902edaf91fb4115174972aa,Petro,"La estrategia del uribismo para ganar las elecciones es destruir a Fajardo y a mi y comprar millones de votos con el dinero público.

Para eso aprobaron la reforma tributaria y metieron en la caja la emisión del FMI."
ce6e50a02fb7d1edb32d95bb,Petro,El problema de la tierra en Colombia Parte I. Comisión primera del senado en el debate sobre volver sujeto de derechos en la constitución al campesinado de Colombia https://t.co/bwiIM583qM
65c5bc0cae9870c4f6f5055f,Petro,El problema de la tierra en Colombia Parte II. Comisión primera del senado en el debate sobre volver sujeto de derechos en la constitución al campesinado de Colombia https://t.co/EEtahUdC1t
9af995ccfe2a6864f075ecf4,Petro,¿Por qué hay narcotráfico en Colombia? https://t.co/SgGsaIlLFU
7df3bdb1a52b58be99409ddf,Petro,Una política de sustitución de cultivos de hoja de Coca implica una alianza entre el Estado y el campesinado colombiano: Un gran Pacto Histórico https://t.co/4oV8PIFRWT
d2dd04e536af091f714e93f5,Petro,Sobre la agenda con los EEUU y la exportación posible de canabis como sustitución a los cultivos de hoja de coca https://t.co/MeI03RH1fV
f48cdcb62768d040c4e70e81,Petro,https://t.co/h8w0gXtQXk
c296825a0e83852e440370d1,Petro,"A esta hora participo en el Conversatorio Precandidatos Presidenciales sobre Política de Drogas organizado por la Universidad de Los Andes. 

https://t.co/o87BoBDYgH"
d5bcdc20a913e697b61507f8,Petro,"Bienvenido senador Luis Fernando Velasco al Pacto Histórico, como candidato presidencial y como liberal, tiene usted un puesto en la consulta que busca el cambio real del país https://t.co/5x0XI6y7dk"
206c9a2c240996fcf44373ef,Petro,"La economía popular, es el verdadero motor de la economía nacional. Los gobiernos han creido que su función es golpearla , invisibilizarla, llamarla hasta informal y desaparecerla.

Lo que hay es que proteger, estimular y darle poder a esa economía popular. https://t.co/UJRFwnC7VV"
24634304ab6555701d056f6c,Petro,"Esta es mi entrevista para ""el País"" de España. Espero sus comentarios.

https://t.co/5pXobgqSdl"
1e3afb19e9b4f11a98394554,Petro,"Entrevista en @rcnradio con @YolandaRuizCe 
#PetroEnRCN https://t.co/9lTgGflHB2"
884574fa47029066e0875dda,Petro,"Entrevista en @rcnradio con @YolandaRuizCe 
#PetroEnRCN https://t.co/VESQ9HtAV7"
e0db74881bec98d759bc891c,Petro,#PetroEnRCN https://t.co/OQhOmAPYQN
154e96071033e68414382e10,Petro,"Entrevista en @rcnradio con @YolandaRuizCe 
#PetroEnRCN https://t.co/ceo7t9VVEE"
77ecf97bf6db1aa1f58d0117,Petro,"Con gran alegría y  total convicción quiero anunciar a todo el país que Poder Ciudadano se suma al Pacto Histórico.

A lo largo de estos meses tuve muchas conversaciones que llegaron a consensos y compromisos que hoy nos permiten unirnos para construir una nueva Colombia."
fa4b9638d4e417f9ecda7475,Petro,"Recibo tu saludo Poncho, gracias, ayer dialogue en el valledupar con el maestro Santander Durán. Se voltió la.arepa, ahora si la cultura de verdad. https://t.co/E78TZizuZY"
efcc1ba5c5ee81bb43b26873,Petro,"Acepto la propuesta de Camilo Romero, para que una sola candidatura unificada de la coalición de la esperanza compita en la consulta de marzo con el Pacto Histórico. 

El esfuerzo de la unidad y del cambio real está por encima del acomodo personal."
792d314cf67a9c14ea279280,Petro,"Le hemos propuesto a la coalición de la esperanza hacer una sola consulta en marzo del 2022, para tener una sola candidatura a la presidencia y un programa común."
d4238bc5216475a0deb830ec,Petro,"Decidí firmar esta propuesta de unidad, porque creo que es posible alrededor de un programa de verdadero cambio para Colombia, entendernos. Esa es la esencia del pacto histórico, acordar las reformas fundamentales que nos permitan convivir en paz como sociedad. https://t.co/iUTy8ji9vP"
d481dda5d824121b994be69e,Petro,"Me reúno en el Club Valledupar con dirigentes empresariales del Cesar para estudiar la transición de la economía de la región del carbón hacia la energia limpia solar, y el fortalecimiento de la universidad, la agricultura y la agroindustria. https://t.co/tH6bGGVzCU"
6e310b7a9a45c2fe2ede985a,Petro,"De rojo la candidata presidencial Wayúu Arelis Uriana.

La foto muestra como el Pacto Histórico comienza a tomar la forma de la gran diversidad nacional.

Resguardo Mayabangloma, Fonseca, Guajira. https://t.co/uKTteyZiMB"
796b03b1394979a9bebae936,Petro,"Cordobeses, cesarenses y guajiras wayúus, buscando el cambio de Colombia. https://t.co/Ae4oCxCkwj"
5f172d634aee9b5f0790ba97,Petro,"Colombia humana ya tiene personería Jurídica..

Gracias Colombia! 

Gracias Corte Constitucional! 

Estamos muy felices! https://t.co/nat1JyKwxh"
80bbbdf34a8809a571643560,Petro,"#ValleduparConPetro celebrando la personería jurídica de #ColombiaHumana. 

🥳🥳🥳 https://t.co/tSvLYd2JOq"
0ba4679ef771bef08139c2c6,Petro,Ahora en Valledupar. Fuerza juvenil popular. https://t.co/PPgu1n1ljw
ee900da55ae2859526b98b18,Petro,"Hoy en la tierra mágica Wayúu, resguardo Mayabangloma, Fonseca, Guajira.

Lanzamiento de la campaña presidencial indígena de Arelis Uriana https://t.co/kwmdWfqLt6"
28b6c043d824791639998f54,Petro,"Bogotá cimentó su política de seguridad sobre la inversión social y la inclusión y tuvo éxito

Uribe cimentó su politica de seguridad sobre los muertos y los fusiles y no tuvío éxito.

Lamentable que Bogotá ahora trate de reproducir la política de Uribe"
26c5c009e92a1ca90d7bbac1,Petro,"La creencia que la militarización de una ciudad trae más seguridad no se ha verificado en ninguna ciudad del mundo. La causa del éxito de disminuir la tasa de homicidios en Bogotá que comenzó con Mokus y no se detuvo hasta el 2020, fue la fuerte inversión social. https://t.co/N3MFkK0bBt"
7ad99acb0b9a38cabf973152,Petro,"Hoy me encontraré de nuevo con las comunidades Wayúu, en Fonseca, Guajira. Los espero.

En la trade conn todas las juventudes del Cesar en Valledupar. https://t.co/t22qHdo4Qk"
851cad73fd92ecaabd29b1bb,Petro,"Unidos en la Ciencia: 
El cambio climático y sus efectos se aceleran
#COVID19 causó solo una reducción temporal de las emisiones de carbono
El mundo está muy lejos de cumplir las metas climáticas del Acuerdo de París
Este año es decisivo en lo que respecta a la acción climática https://t.co/EdqSQ62cel"
012ee7d80ed512bee5e99f8d,Petro,"#FALSO 🔴 Luego del evento que realizó el senador @petrogustavo en Barranquilla empezó a circular un pantallazo de un supuesto trino en el que Petro asegura que “los costeños son la población menos intelectual del país""
Se trata de un #montaje
https://t.co/edm0WHvFU0"
59aabaf859e52c3951d03d34,Petro,"Después de ver este presunto asesinato es inevitable preguntarse ¿qué está pasando con la Policía? 

Si no hay educación en derechos humanos, conciencia del buen trato ¿a donde vamos a llegar? 

#ReformaALaPoliciaYa https://t.co/sE1AXqUDWA"
c4c6433e7a98c2c25f08b4e5,Petro,"En la constitución de 1991 defendimos con fuerza y así quedó como mandato constitucional, la libertad de cultos. Nadie será perseguido por sus creencias. Fui coherente con ese principio en la alcaldía de Bogotá y lo seré si el pueblo quiere que sea presidente. https://t.co/OC52HQRTMS"
a6e35667002e72fb8d51661f,Petro,Por fin tuve tiempo para escuchar completo el discurso de Petro en Barranquilla y es IMPRESIONANTE👏🏾. Vean este fragmento. Por esto los tibios lo detestan... prefieren decir que todo es color de rosa y les da miedo llamar a las cosas por su nombre:  EL MATADERO QUE ES COLOMBIA https://t.co/hruXenqP6i
f7364b74906feb7c5cada6ec,Petro,"Me.reuno con el colectivo ""Barras colombianas por la convivencia"", dirigentes de las barras fútboleras de todo el país.

El barrismo social es un instrumento de organización e inclusión económica y social de las juventudes populares barriales.

Barranquilla. https://t.co/u7c2fEor2p"
1b4d262edf7b78d9cf759bc1,Petro,"Liberales libres deciden ingresar al Pacto Histórico en el Atlántico.

Antonio Vallejo, Emilio Lébolo, Bolívar Acuña, Edith Camerano, Adelina Covo, Martha Ucrós, Ana Simanca y otros y otras. https://t.co/STDoMng6SS"
1a7b9f76d50e1997598e68bc,Petro,"Solo el pueblo puede cambiar la historia de Colombia. Solo si la mujer y el joven del barrio y la vereda quieren y votan por el cambio, Colombia cambiará https://t.co/tNeujuL5mg"
dff5c0f722c3c83a7411d33b,Petro,Gracias Barranquilla. https://t.co/7OHDPzBgX5
2c40efbc86d1d4018de199b7,Petro,"Para ver en directo el evento en la plaza de la Paz en Barranquilla.

https://t.co/ek6Y1ur09R"
d292dcc8828d2402f3a8a3b0,Petro,"Los candidatos no están haciendo propuestas porque creen que es más taquillero armar peleas, eso es una deformación de la política.
“Yo no creo en eso, por eso hago propuestas”
@petrogustavo 
#BarranquillaConPetro https://t.co/PVg4YCaYhb"
e27ae49b3a8e62d81f4f64d8,Petro,"Comunicado de  militantes  y congresistas verdes y del Pacto Histórico. 

Vamos hacia la Unidas Democrática https://t.co/eGKkaMakoq"
4b08daa0316bbeeb8d0b89e2,Petro,"Siento la muerte de Antonio Caballero, era mi crítico, pero siempre lo respeté y lo consideré como un progresista.

QEPD. https://t.co/H78sMgXRlW"
6d6745654dc19b5ef822064d,Petro,"Popuestas para la mujer colombiana

https://t.co/DR1vX8fav9"
86e92f5a4e0a6e20bcb5fe53,Petro,"Mientras Biden busca que el 45% de la energia de EEUU sea solar, yo aspiro a reemplazar la energia de las termoeléctricas y el futuro crecimiento energético por energía solar: 7 gigas.

Así abarataremos sustancialmente la energia para el hogar y la.empresa en Colombia. https://t.co/MVGWOlqmAj"
1fd4ec2420b6f2c07674a3d9,Petro,"Petro en #Barranquilla.

Algunos medios quieren mostrar a @petrogustavo debilitado, mañana en la plaza de la Paz les vamos a demostrar que Petro y el Pacto Histórico están muy fuertes.

Petro vuelve a la plaza pública. https://t.co/5ft0AD96No"
66bbe3cf00390ced3a73cc0e,Petro,Así va la plaza de la Paz de Barranquilla en estos momentos . Los espero mañana a las tres de la tarde. https://t.co/054BfZtCka
1da32f85716038390118786a,Petro,"Le solicito a @FiscaliaCol investigar el autor de esta cadena calumniosa. Este tipo de mensajes en whatsap busca aterrorizar la población, y manipular odios y sentimientos religiosos contra un proyecto político democrático que defiende la libertad de cultos y su respeto. https://t.co/b1p5UQ6PcY"
ae07e14d54a3bd0f44245d60,Petro,"En una posible 2da vuelta @petrogustavo vs Fajardo el 51% del Partido Verde apoyaría a Petro sacándole 11 puntos a Fajardo, queda claro el rompimiento verde y que son más los q prefieren un cambio real y q allí se sienten ahogados con la presión de la desesperanza

Datos C&amp;C 9/11 https://t.co/BMGTf2wQcz"
0266963c025680f2f7d77316,Petro,"¡Atención! 

Demuestro con pruebas que el metro elevado no era más rápido, ni más barato que el subterráneo

6 años después de que @enriquepeñalosa sostuviera esa mentira no hay metro, el proyecto cada vez es más costoso y puede llevar a la ruina a Bogotá

https://t.co/rPcQqtPNUR https://t.co/Y2JvC6nmEy"
210b95883728d430962d725f,Petro,"La renuncia de la señoras Abudinen no es solo la demostración del enorme fracaso de la clase política tradicional en gobernar a Colombia.

Es la incapacidad del mismo gobierno de Duque hundido  en la corrupción y el autoritarismo.

Un triunfo de la prensa libre y @PaoHerreraC"
2d341704330dea3dbe21bdac,Petro,"DECLARACIÓN DE SERGIO RAMÍREZ

La dictadura de la familia Ortega me ha acusado a través de su propia fiscalía, y ante sus propios jueces, de los mismos delitos de incitación al odio y la violencia, menoscabo de la integridad nacional. https://t.co/8tsA7t70WH https://t.co/tENk1gIcsc"
749719ab1e6e8d6775fa71c4,Petro,La inseguridad de Bogotá se debe el hambre. Una fuerte política social podría garantizar mejores niveles de seguridad a toda la ciudadanía https://t.co/b5UhTOVI6M
b2816d764e9a0a86987fdc05,Petro,Esta es mi intervención sobre la reforma tributaria a punto de aprobarse. decidieron con la clase media y la pequeña y mediana empresa privada financiar la compra de votos del año entrante. https://t.co/z8WVzxXkv2
596e7a18d7052bba2150c393,Petro,"Conoce la nueva era que traemos con nuestro #PactoHistórico. Todos están invitados a participar en él, un movimiento en el que cabe la nación entera.

@FranciaMarquezM @petrogustavo @AlexLopezMaya @RoyBarreras @urianaguariyu https://t.co/BBGgiw1q76"
6155054e7e0e05a852d5bad1,Petro,"El gobierno de los EEUU debería evaluar conjuntamente con el próximo gobierno de Colombia, si los Rodriguez Orejuela podrían jugar un papel constructivo en el desmantelamiento pacífico del actual narcotráfico en Colombia. https://t.co/aa0RbVTjJd"
9f787f7ae363a4419a8ec30a,Petro,"En los últimos días se ha rumorado de mi llegada a @fzciudadana (a quienes debo agradecer sus puertas abiertas para entre todos lograr el 55/86) quiero informar que seguiré firme en el Pacto Histórico. 

Estaré trabajando por Cundinamarca y la Región ✊"
ba2d9bba9f61ab584567d625,Petro,"El Char Tank. De cmo hasta los contratistas confiesan el pago de sobornos a Alex y la fiscalía y la procuraduría como si nada.

https://t.co/1NDCUKwhpz"
a0dcb2ac9851093258e179a2,Petro,"Como viuda del periodista Giraldo #LeCreoA Alberto Giraldo. Por eso le digo al Embajador Álvaro Pava, que cuente todo lo que habló con Alberto el 18 de junio de 1994. https://t.co/WgJ5HgNhU8"
5cfe3cdda005cb00c935ae7a,Petro,"🔴México despenaliza el aborto tras una decisión judicial histórica

La @SCJN anula la cárcel con la que se castiga la interrupción voluntaria del embarazo y sienta un precedente para el resto de los Estados del país

🔗 https://t.co/m5TMO9fo0m

🖋️ @Muna_bargan | @carmenmoranb https://t.co/zvIAl2opWS"
4463edce65007d0046198543,Petro,"41 millones de dosis son menos de la mitad de las que se necesitan para fines de año.

Esto implica unannueva ola de pandemia. Las ciudades deben comprar mas UCI y reforzar el personal de salud. https://t.co/HmpW5aK4aG"
fc581eaac75516975cf952fd,Petro,Esta es la forma como el gobierno compra el apoyo a una de las fuerzas políticas más retardatarias y dañinas de la historia de Colombia https://t.co/MkWGUnp0WG
acc2f4340e5b44cddd177f6d,Petro,"En pocos minutos empezará mi conversación con Angela Davis.

Agradezco su entusiasmo. 

Pueden seguir el evento en vivo por YouTube en el siguiente enlace 👇🏿

https://t.co/15WlPpLCMv

#AngelaDavisConFrancia
#SoyPorqueSomos"
712dda0cd14a997062f676bf,Petro,"El joven jonathan Silvera, voluntario por el Cambio, y quien escribió estos trinos que le agradezco con.el alma, ha muerto.

Me duele que su partida, partida de juventud. QEPD. https://t.co/pksbs6WR2j"
855a1f768c17c63fded47e44,Petro,"La historia de HIdroituango no se debe repetir. Es la historia de una privatización de facto, en beneficio de un grupo empresarial que dueño de la mayor parte del cemento del país, decidió burlar las normas técnicas por echar más cemento, es decir, por hacer más ganancias. https://t.co/4lyuDBRHkH"
c3c4851b65372e7d5fa7e48c,Petro,"Buena vecindad, independientemente de las ideologías, será nuestra política internacional de fronteras.

Primero está el bienestar de los pueblos. https://t.co/dLlAaPc7Qc"
c576cc7d3f6efb7b76e94720,Petro,https://t.co/aoHVArtnXs
59663001a51fe2ff334e1ae7,Petro,@Margaritarosadf @AnaBejaranoRG @losdanieles Al señor Bernal quien le dice comunista de New York a MR le digo que la sensibilidad social no tiene color político.Quienes hemos trabajado en TV agradecemos el hecho pero la TV se ha lucrado con nuestra tarea. Al trabajador se le paga y no es un regalo
61e8fd426b3567f6b137f355,Petro,"Asi tambien la fiscalia de Nestor Humberto entrampó la paz: con cocaína de la.misma fiscalía.

https://t.co/Yccwo2VNKm"
3ae6cde5fcbc55604553af4b,Petro,Con el empresariado del Norte de Santander por un renacer de la frontera. https://t.co/9Gqy0TFjqG
dc250427a5f25bce610a24f0,Petro,"¿Y por qué mejor no unen a Colombia?, no sólo al Centro, aceptan la invitación a conversar del Pacto Histórico, trabajan un acuerdo programatico de mínimos, hacen una consulta única a la Presidencia, ganan desde la primera vuelta. Y comenzamos a cambiar verdaderamente a Colombia. https://t.co/vFKpRnU9RW"
254691ba1d2cea29bc47a14b,Petro,Este viernes estaremos en la plaza de la Paz de Barranquilla. Arranca el Pacto Histórico en el Caribe. https://t.co/miPlaZt0S6
150c6b921ec9bdfa5f738e7f,Petro,"Se reunieron delegados de 38 municipios de Cundinamarca del Pacto Histórico.

Preservar la Sabana de Bogotá y el municipio y su poder local es el objetivo de esta fuerza en contra de quienes manipulan el departamento en favor de los volteadores del uso de la tierra. https://t.co/3BFXylGhbs"
3d890dca7ed2585cdba3f26c,Petro,"Uribe es un buen estratega y tiene la facultad de lograr manipular millones de voluntades, incluso las que no creen en él. Su juego está en llevar la crítica contra él al uribismo mientras su ideología prevalece en otros candidatos. https://t.co/1LVy5ymfgN"
53e598d723f908d96da4144e,Petro,"#EsNecesario QUE PARE LA CORRUPCIÓN!

Sin esto no es posible tener un buen gobierno. https://t.co/ZGrxw6rxvU"
0873e35ed899d6be2e46bd35,Petro,"El envenenamiento que hizo la policía  de una olla comunitaria para gente pobre que se efectuaba en el parque de la 93. No muestra la arbitrariedad de unos policías que solo recibían ordenes, sino el enorme egoísmo social desatado en la capital. https://t.co/uBKEJQ8mPj"
1599b6d0e2677586af73c632,Petro,"Swift era irlandés y rival de los terratenientes ingleses y su reina Ana. Por eso todo el mundo reconocía que su escrito sobre que los campesinos irlandeses le pagarian a los terratenientes con sus propios hijos para que estos los devoraran, sonaba una verdadera sátira. https://t.co/sssNCEfkgd"
77943c3373c857dc45718dbd,Petro,"Ve...

Dicen que todo lo del pobre es robado... pero esta es la realidad. 

De toda la historia estadística de Bogotá, la época de mayor ocupación laboral fue la del.periodo de la Bogotá Humana. Hay una razón: la reducción de la pobreza, que generó más demanda y más producción. https://t.co/eMqtAA6EZe"
bc6d6b8ac78193eb9058b1b9,Petro,Nariño comienza la organización de su principal fuerza política: El Pacto Histórico. https://t.co/B3ekZj9mUG
0edc58dcdae702f7ca0d5744,Petro,"Colombia solo asegurará su soberanía en San Andres y Providencia  si se empodera la población raizal. Todo el área que estupefacientes ha tomado en hoteles, playas y casas debe pasar a ser usufructuado x organizaciones comunitarias y productivas raizales
 https://t.co/1ctub45mn1"
4d31631b9fb40e37a3399c17,Petro,"Ultraderecha para principiantes

La ultraderecha es una ideología política conservadora, caracterizada por un nacionalismo radical (xenófobo, racista), una defensa exacerbada de la propiedad privada que busca recuperar el orden social de corte religioso, previo al liberalismo. https://t.co/7nmlHiMmap"
c11a76538464c56932e54e1f,Petro,"Este es el indicador mundial de tránsito hacia energías limpias.

Si reemplazamos las termoeléctricas que generan 3,6 gigas por energía solar y logramos que toda la expansión eléctrica hacia adelante se haga con energía solar en los hogares, lograremos la transición energética. https://t.co/nsH7XBciio"
cbba7a4c38b5d3dc25f6032e,Petro,"Creo que fui algo duro en mi anterior trino, pero me parece que la teoría económica debe reconocer que la realidad de la pandemia rompió varios dogmas del pensamiento económico neoliberal."
81585bbd0675be36393098bc,Petro,"Por tanto considero que si se emite más dinero que el que se necesita para reemplazar el desgastado y el aumento de las transacciones, se originará un incremento de precios, si no hay restricciones de demanda."
